"","Business","addresses","Zip.Code","Care.Type","long","lat","geoAddress"
"484","American Preparatory Academy Community Learning Centers - WV2","3636 West 3100 South, West Valley City, Utah",84120,"Exempt Afterschool Program - DWS Approved",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"485","Family, Friends & Neighbor","2919 Appleton Dr, West Valley City, Utah",84119,"Family, Friends & Neighbor",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"486","Chapman Library - Kids Cafe (NBS)","577 S 900 W, Salt Lake City, Utah",84104,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"487","Little Amigos Daycare","11119 South 2480 West, South Jordan, Utah",84095,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"488","Family, Friends & Neighbor","870 E 4070 S, Salt Lake City, Utah",84107,"Family, Friends & Neighbor",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"489","West Lake Jr. High","3400 South 3450 West, West Valley City, Utah",84119,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"490","Granger High School Little Lancer Preschool","3580 S 3600 West, West Valley City, Utah",84119,"Exempt Center - Schoolbased",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"491","Adriana's Daycare","4271 South Bluebird Drive, West Valley City, Utah",84120,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"492","Waterford School","1480 E 9400 S, Sandy, Utah",84093,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"493","U.S. Dream Academy @ Dual Immersion Academy","1155 South Glendale Drive, Salt Lake City, Utah",84104,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"494","Mazal Mujinga","2339 W Bonniebrook Circle, Taylorsville, Utah",84129,"Residential Certified",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"495","Horizonte Instruction and Training Center Evening Program","1234 S Main St, Salt Lake City, Utah",84101,"Registered Teen Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"496","Zubida Home Day Care","1446 West Neville Court, West Valley City, Utah",84119,"Residential Certified",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"497","Betty Dacar's","5217 South Persille Drive, Taylorsville, Utah",84118,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"498","Little Angels Day Care","4163 South 2735 West, West Valley City, Utah",84119,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"499","YWCA Lolie Eccles Early Education Center","344 East 300 South, Salt Lake City, Utah",84111,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"500","Olympus Sr. High School Titan Tots","4055 S 2300 E, Holladay, Utah",84124,"Exempt Center - Schoolbased",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"501","Residential Certified","670 N 900 W, Salt Lake City, Utah",84116,"Residential Certified",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"502","Family Licensed","2590 West Grey Hackle Ln, Taylorsville, Utah",84129,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"503","Happy Kids Daycare","2285 South Main Street Suite R, Salt Lake City, Utah",84115,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"504","Montessori School of S.L. Inc.","2806 East 3300 South, Salt Lake City, Utah",84109,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"505","Ms. Heather's Day Care","5346 South Sydette Circle, Taylorsville, Utah",84129,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"506","Residential Certified","5599 South Whitewood Drive, Taylorsville, Utah",84129,"Residential Certified",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"507","Family Licensed","3359 West 7675 South, West Jordan, Utah",84084,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"508","Susan's Lullaby Nursery","4220 South 1355 West, Taylorsville, Utah",84123,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"509","Columbus Library","2530 S 500 E, Salt Lake City, Utah",84106,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"510","Grace Lutheran School & Preschool","1815 E 9800 S, Sandy, Utah",84092,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"511","Lina Day Care","3735 South Suffolk Circle, West Valley City, Utah",84119,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"512","Cottonwood Canyon Montessori","3422 E. Fort Union Blvd`, Cottonwood Heights, Utah",84121,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"513","Highland High Child Care Center","2166 S 1700 E, Salt Lake City, Utah",84106,"Exempt Center - Schoolbased",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"514","Friendship Garden","10078 South Majestic Canyon Road, Sandy, Utah",84092,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"515","Dahira Ali Noor","1175 Prospect St, Salt Lake City, Utah",84104,"Residential Certified",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"516","Utah Community Action Head Start - Oquirrh Hills","1307 South 900 West, Salt Lake City, Utah",84104,"Exempt Center",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"517","Utah Community Action Head Start - Redwood","1307 S 900 W, Salt Lake City, Utah",84104,"Exempt Center",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"518","Utah Community Action Head Start - West Jordan (NBS)","7720 S 2370 W, West Jordan, Utah",84084,"Exempt Center",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"519","Salt Lake County - South Salt Lake Child Care","2825 South 200 East, South Salt Lake, Utah",84115,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"520","Utah Community Action Head Start - SLCC","1307 S 900 W, Salt Lake City, Utah",84104,"Exempt Center",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"521","Brighton Child Care (Hourly)","3014 Morgan Drive, Salt Lake City, Utah",84124,"Hourly Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"522","Kids of Camelot","1823 S Bountiful Blvd, Bountiful, Utah",84010,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"523","LuAnn's Daycare","6711 South 1525 West, West Jordan, Utah",84084,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"524","Skool Days Child Care Center- South Jordan","P. O. Box 300, Draper, Utah",84020,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"525","Residential Certified","1468 Rothchild Drive, West Valley City, Utah",84119,"Residential Certified",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"526","Exempt In Home","650 N 300 W, Salt Lake City, Utah",84103,"Exempt In Home",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"527","Caring for Kids Two","2890 East Cottonwood Parkway, Salt Lake City, Utah",84121,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"528","Family, Friends & Neighbor","409 E Culross Lane, Draper, Utah",84020,"Family, Friends & Neighbor",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"529","Pioneer Elementary School","3860 South 3380 West, West Valley City, Utah",84119,"Exempt Center",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"530","Babes N Tots Care","2507 W Mont Sur Dr, Riverton, Utah",84065,"Exempt In Home",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"531","Little Love Childcare","2766 South Centerbrook Drive, West Valley City, Utah",84119,"Residential Certified",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"532","Family, Friends & Neighbor","558 N Redwood Road, Salt Lake City, Utah",84116,"Family, Friends & Neighbor",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"533","Zainab Omar Daycare","176 N Redwood Rd, Salt Lake City, Utah",84116,"Residential Certified",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"534","West Community Education","241 N 300 W, Salt Lake City, Utah",84103,"Registered Teen Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"535","Family, Friends & Neighbor","4851 W 2920 S, West Valley City, Utah",84120,"Family, Friends & Neighbor",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"536","U of U Early Childhood Education Center","1601 University Village, Salt Lake City, Utah",84108,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"537","La Petite Academy- Sandy","11347 South 1000 East, Sandy, Utah",84094,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"538","Family Licensed","6842 W 3100 S, West Valley City, Utah",84128,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"539","Promise South Salt Lake - Woodrow Wilson Elementary School","2567 S Main St, Salt Lake City, Utah",84115,"Exempt Afterschool Program - DWS Approved",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"540","Debbie's Daycare Inc.","4938 South Hidden Cove Drive, Taylorsville, Utah",84123,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"541","ABC Great Beginnings- West Valley","3424 South 3600 West, West Valley City, Utah",84119,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"542","Residential Certified","4476 s 120 W, Murray, Utah",84107,"Residential Certified",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"543","Jewish Community Center","2 North Medical Drive, Salt Lake City, Utah",84113,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"544","Jewish Community Center Hourly Child Care","2 North Medical Drive, Salt Lake City, Utah",84113,"Hourly Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"545","Dual Immersion Academy","1155 S Glendale Drive, Salt Lake City, Utah",84104,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"546","Willow Creek Montessori","7839 S Highland Dr, Cottonwood Heights, Utah",84121,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"547","Family Licensed","2315 East Cavalier Drive, Salt Lake City, Utah",84121,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"548","South Jordan Recreation Center","10866 South Redwood Road, South Jordan, Utah",84095,"Hourly Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"549","South Jordan Kids Camp","10866 South Redwood Road, South Jordan, Utah",84095,"Licensed Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"550","Family, Friends & Neighbor","5280 Begona Cir., West Jordan, Utah",84081,"Family, Friends & Neighbor",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"551","Family Licensed","4548 Wormwood Drive, West Valley City, Utah",84120,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"552","Happy Faces Bilingual Daycare","5047 West Currant Drive, South Jordan, Utah",84095,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"553","Bear Essentials Academy","2145 West 5400 South, Taylorsville, Utah",84118,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"554","Westlake Jr High","3400 S 3450 W, West Valley City, Utah",84119,"Registered Teen Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"555","Robert Frost Elementary Food Services","3444 W 4400 S, West Valley City, Utah",84119,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"556","Hillsdale Elementary Food Services (NBS)","3275 West 3100 South, West Valley City, Utah",84119,"Exempt Afterschool Program - Schoolbased",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"557","Pacific Heritage Academy Food Services","1755 W 1100 N, Salt Lake City, Utah",84116,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"558","Pleasant Green Elementary Food Services","8201 W 2700 S, Magna, Utah",84044,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"559","Plymouth Elementary Food Services (NBS)","5220 S 1470 W, Murray, Utah",84123,"Exempt Afterschool Program - Schoolbased",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"560","South Kearns Elementary Food Services","4430 W 5570 S, Kearns, Utah",84118,"Exempt Afterschool Program - DWS Approved",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"561","Farnsworth Elementary Food Services (NBS)","3751 S 4225 W, West Valley City, Utah",84120,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"562","Smart Kids - Kearns","5000 West 5035 South, Kearns, Utah",84118,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"563","Happy Time Child Care","163 East Burton Avenue, Salt Lake City, Utah",84115,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"564","Residential Certified","8192 South Lance Street, Midvale, Utah",84047,"Residential Certified",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"565","SLCAP Head Start - Copperview Yellow, Copperview Blue","8446 South Harrison Street, Midvale, Utah",84047,"Exempt Center",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"566","9th South Montessori","346 E 900 S, Salt Lake City, Utah",84111,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"567","BioKids","257 South 1400 East #201, Salt Lake City, Utah",84112,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"568","Family Licensed","2748 South 3145 West, West Valley City, Utah",84119,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"569","Family Licensed","2868 South Hunter Crest Drive, West Valley City, Utah",84128,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"570","Guadalupe Charter School","1385 North 1200 West, Salt Lake City, Utah",84116,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"571","Family, Friends & Neighbor","3475 S Centennial Rd, Magna, Utah",84044,"Family, Friends & Neighbor",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"572","Cute Kids Daycare","536 W. Krista Court, Murray, Utah",84123,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"573","Family Licensed","4171 South 3600 West, West Valley City, Utah",84119,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"574","Brittney & Wendy Day Care","2131 West 5400 South, Taylorsville, Utah",84129,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"575","Family Licensed","1311 West Arapahoe Ave, Salt Lake City, Utah",84104,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"576","Little Sprouts Family Childcare","10694 S Superior Circle, Sandy, Utah",84094,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"577","Seps Learning Center","604 E Wilmington Avenue, Salt Lake City, Utah",84106,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"578","Josephine's Day Care","1036 E. Sego Lily Drive, Sandy, Utah",84094,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"579","Kid Power","4050 South 2700 West, West Valley City, Utah",84119,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"580","Family Licensed","1909 S 700 E, Salt Lake City, Utah",84105,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"581","Family, Friends & Neighbor","8870 S State St, Sandy, Utah",84070,"Family, Friends & Neighbor",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"582","Residential Certified","1447 North General Drive, Salt Lake City, Utah",84116,"Residential Certified",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"583","Sorenson Multi-Cultural Center","855 West California Avenue, Salt Lake City, Utah",84104,"Licensed Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"584","Residential Certified","7172 W Copperhill Dr, West Valley City, Utah",84128,"Residential Certified",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"585","Doodle Bugs Daycare","5724 W 13400 S, Herriman, Utah",84096,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"586","American Preparatory Academy Community Learning Centers -WV1","1255 W Crystal Avenue, West Valley City, Utah",84119,"Exempt Afterschool Program - DWS Approved",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"587","ABC Great Beginnings- Jordan Landing","7172 Center Park Drive, West Jordan, Utah",84084,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"588","Little Rascals","7174 South 2700 West, West Jordan, Utah",84084,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"589","Family, Friends & Neighbor","3901 Pluto Way, Salt Lake City, Utah",84124,"Family, Friends & Neighbor",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"590","Learning Tree East","4540 South 900 East, Salt Lake City, Utah",84117,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"591","Kathrine Quincy","1516 w Culpepper Circle, Taylorsville, Utah",84123,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"592","Kidz Academy Daycare and Preschool","4716 South 200 West, Murray, Utah",84107,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"593","Kidz Academy 2","4790 South Hanauer Street, Murray, Utah",84107,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"594","Residential Certified","771 South 200 East, Salt Lake City, Utah",84111,"Residential Certified",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"595","KinderCare-Draper","12265 South 1190 East, Draper, Utah",84020,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"596","Family, Friends & Neighbor","1665 S Riverside Dr, Salt Lake City, Utah",84104,"Family, Friends & Neighbor",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"597","Residential Certified","5216 W 4025 S, West Valley City, Utah",84120,"Residential Certified",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"598","Compass Preschool and Child Care","7713 South 1040 East, Midvale, Utah",84047,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"599","Compass Preschool and Child Care 2nd Location","7713 S 1040 E, Midvale, Utah",84047,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"600","Serengeti Springs Explorers","6729 West 7820 South, West Jordan, Utah",84088,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"601","Mother's Helper Child Care-Daybreak","10469 River Heights Drive, South Jodan, Utah",84095,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"602","Lil' Tootsie's Tot Spot","10496 Amaryllis Street, Sandy, Utah",84094,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"603","Lily of the Valley Daycare","4175 West 4490 South, West Valley City, Utah",84120,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"604","Family Licensed","1258 South Glendale Street, Salt Lake City, Utah",84104,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"605","Family Licensed","4716 S Hanauer St, Murray, Utah",84107,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"606","Daybreak Arts Academy","11221 Copper Rock Drive, South Jordan, Utah",84095,"Exempt Center - Schoolbased",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"607","Family Licensed","7579 South 4770 West, West Jordan, Utah",84084,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"608","KinderCare-Sandy","9165 South 1300 East, Sandy, Utah",84094,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"609","Family Licensed","4478 S 5720 W, West Valley City, Utah",84128,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"610","Rock-A-Bye Infant Child Care","3844 South 1100 East, Salt Lake City, Utah",84106,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"611","Cri Cri Child Care","2581 Carson Lane, West Jordan, Utah",84084,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"612","Chelcees Chickadees","7696 South Strawberry Drive, West Jordan, Utah",84084,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"613","Family, Friends & Neighbor","1639 Indiana Ave, Salt Lake City, Utah",84104,"Family, Friends & Neighbor",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"614","Family Licensed","8450 S. Redwood Road, West Jordan, Utah",84088,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"615","Family Licensed","1766 West 4805 South Apt. D, Taylorsville, Utah",84129,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"616","Canyons 21st Century Community Learning Center - Sandy Elementary School","8725 S 280 E, Sandy, Utah",84070,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"617","Brighter Steps","5220 West Silvertip Drive, Kearns, Utah",84118,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"618","Yolanda's Daycare","1611 South Denver Street, Salt Lake City, Utah",84115,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"619","Residential Certified","242 East Handcart Way, Sandy, Utah",84070,"Residential Certified",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"620","Taylorsville High School Preschool","5225 S Redwood Rd, Taylorsville, Utah",84123,"Exempt Center - Schoolbased",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"621","Hilda's Day Care","6013 W. Laurel Canyon Dr., West Valley City, Utah",84118,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"622","University Neighborhood Partners - Hartland Partnership Center","1578 W 1700 S, Salt Lake City, Utah",84104,"Exempt Afterschool Program - DWS Approved",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"623","Family, Friends & Neighbor","3725 S Red Maple Rd, Salt Lake City, Utah",84106,"Family, Friends & Neighbor",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"624","Future Stars Daycare","2975 South 500 East, Salt Lake City, Utah",84106,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"625","First Friends","500 South Foothill Blvd #13, Salt Lake City, Utah",84148,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"626","Family Licensed","4503 West Twilight Drive, Taylorsville, Utah",84118,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"627","Creative Learning Academy of Utah (SL County)","2001 State Street, Salt Lake City, Utah",84115,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"628","Jackling Afterschool Program","3760 South 4610 West, West Valley City, Utah",84120,"Exempt Afterschool Program - DWS Approved",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"629","Family, Friends & Neighbor","527 W Fern Drive, Midvale, Utah",84047,"Family, Friends & Neighbor",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"630","Kearns High Cougar Cub Preschool","5525 S Cougar Lane, Kearns, Utah",84118,"Exempt Center - Schoolbased",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"631","Ana' daycare","4771South Dymock Circle, Taylorsville, Utah",84129,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"632","Bright Start Learning Center","2836 S 5600 W, West Valley City, Utah",84120,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"633","Mama J Day Care","2909 South 8900 West, Magna, Utah",84044,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"634","The Winner School","6120 South 2075 East, Salt Lake City, Utah",84121,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"635","Quality Infant Care","3434 East Bengal Boulevard, Cottonwood Heights, Utah",84121,"Residential Certified",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"636","Family, Friends & Neighbor","3193 S Meadowlark Dr, West Valley City, Utah",84119,"Family, Friends & Neighbor",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"637","Family, Friends & Neighbor","2309 W. Fly Catcher Ln, West Valley City, Utah",84119,"Family, Friends & Neighbor",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"638","Utah Community Action Head Start - Catherine C. Hoskins","1307 S 900 W, Salt Lake City, Utah",84104,"Exempt Center",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"639","Family Licensed","1443 South 1000 East, Salt Lake City, Utah",84105,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"640","L n A Day Care","5012 West 5400 South, Kearns, Utah",84118,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"641","Youth City - Central City","615 South 300 East, Salt Lake City, Utah",84111,"Exempt Afterschool Program - DWS Approved",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"642","New Awakenings","9140 S Judd Lane, West Jordan, Utah",84088,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"643","Family, Friends & Neighbor","4683 Arlington Park Dr, West Valley City, Utah",84120,"Family, Friends & Neighbor",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"644","Family Licensed","3700 Calvin Drive, West Valley City, Utah",84120,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
